result_page_item_position_index	result_page_number	search_term	url	description	from_price	to_price	fulfillment	availability	rating	duplicate_indicator
39	19	beer	https://www.walmart.com/search/?cat_id=0&page=19&ps=40&query=beer	Royalty Ginger Beer 11oz (Case of 24 Cans)	$82.01	$82.01	Sold & shipped by DropAir Free delivery		0	Y
0	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Belgian Style Beer Bottles - 750ml (Case of 12)	$91.30	$91.30	Sold & shipped by DC Brands Free delivery		0	N
1	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Royalty Ginger Beer 11oz (Case of 24 Cans)	$82.01	$82.01	Sold & shipped by DropAir Free delivery		0	Y
2	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Black Hills Porter Home Brew Beer Recipe Ingredient Kit (Deschutes Black Butte)	$87.35	$87.35	Sold & shipped by DC Brands Free delivery		0	N
3	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Cascade LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Pellets - 16 Pack	$86.39	$86.39	Sold & shipped by The Homebrew Shop Free delivery		0	N
4	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Fright Night Pumpkin Oktoberfest, Beer Making Ingredient Extract Kit"	$92.00	$92.00	Sold & shipped by Jericho and Co. Free delivery		0	N
5	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Brewers Best Brut IPA Limited Five Gallon Beer Making Ingredient Kit	$87.12	$87.12	Sold & shipped by DC Brands Free delivery		0	N
6	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Milk'n It Oatmeal & Cream Stout, Beer Making Ingredient Extract Kit"	$84.00	$84.00	Sold & shipped by Jericho and Co. Free delivery		0	N
7	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Simcoe LupuLN2 Cry Hops - 1 Oz. Beer Brewing Hop Pellets - 9 Pack	$72.43	$72.43	Sold & shipped by The Homebrew Shop Free delivery		0	Y
8	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Between Hither & Yon Maple Pecan Artisanal Brown Nectar, Beer Making Ingredient Extract Kit"	$85.00	$85.00	Sold & shipped by Jericho and Co. Free delivery		0	N
9	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Monkey Finger Vanilla Porter, Beer Making Ingredient Extract Kit"	$95.00	$95.00	Sold & shipped by Jericho and Co. Free delivery		0	N
10	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Oktoberfest Ferris Wheel German Towns Beer Stein with Metal Lid	$90.94	$90.94	Sold & shipped by Essence of Europe Gifts		0	N
11	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Imperial Blonde Ale Brewers Best Premium Beer Making Kit	$74.76	$74.76	Sold & shipped by The Homebrew Shop Free delivery		0	N
12	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Milk Stout Brewers Best Classic Beer Making Kit	$78.00	$78.00	Sold & shipped by Jericho and Co. Free delivery		0	N
13	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	NIGHT CAP ALE Home Brew Beer Recipe Ingredient Kit	$96.03	$96.03	Sold & shipped by DC Brands Free delivery		0	N
14	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Brewers Best Home Brew Beer Ingredient Kit - 5 Gallon (Blueberry Honey Ale)	$88.70	$88.70	Sold & shipped by DC Brands Free delivery		0	N
15	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Brewer's Best Home Brew Beer Ingredient Kit, 5 gal (Blueberry Honey Ale)"	$76.04	$76.04	Sold & shipped by The Homebrew Shop Free delivery		0	N
16	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	CZECH PILSNER LAGER Home Brew Beer Recipe Ingredient Kit	$79.81	$79.81	Sold & shipped by DC Brands Free delivery		0	N
17	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Stone Cold India Pale ALE Home Brew Beer Recipe Ingredient Kit IPA	$81.70	$81.70	Sold & shipped by DC Brands Free delivery		0	N
18	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Brewer's Best Home Brew Beer Ingredient Kit (Belgian Saison) (5 Gallon) 2 pack	$107.22	$107.22	Sold & shipped by Home Brew Ohio Free delivery		0	N
19	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	English Brown Ale Brewers Best Classic Beer Making Kit	$79.00	$79.00	Sold & shipped by Jericho and Co. Free delivery		0	N
20	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Amped & Juiced IPA, Beer Making Ingredient Extract Kit"	$99.00	$99.00	Sold & shipped by Jericho and Co. Free delivery		0	N
21	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Tebru Homebrew Stone,6in Stainless Steel Carbonation Stone SS316 with G1/4in NPT Female Gas Inlet for Beer Homebrew,Stainless Steel Carbonation Stone"	$84.93	$84.93	Sold & shipped by Unicorn Gifts Free delivery		0	N
22	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Velvet Revolution Bohemian Pilsner, Beer Making Ingredient Extract Kit"	$85.00	$85.00	Sold & shipped by Jericho and Co. Free delivery		0	N
23	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	German Cities Oktoberfest Beer Stein with Engraved Metal Lid	$84.36	$84.36	Sold & shipped by Essence of Europe Gifts		0	N
24	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Tiger Run Around the Tree Hop Saison, Beer Making Ingredient Extract Kit"	$85.00	$85.00	Sold & shipped by Jericho and Co. Free delivery		0	N
25	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Craft A Brew BK Home Brewing Oak Aged IPA Reusable Make Your Own Beer Kit  Starter Set 1 Gallon, Clear"	$89.00	$89.00	"Sold & shipped by Jaoz, Inc Free delivery"		0	N
26	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"I Eat Danger In Kentucky for Breakfast Stout, Beer Making Ingredient Extract Kit"	$108.00	$108.00	Sold & shipped by Jericho and Co. Free delivery		0	N
27	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Simcoe LupuLN2 Cry Hops - 1 Oz. Beer Brewing Hop Pellets - 16 Pack	$123.83	$123.83	Sold & shipped by The Homebrew Shop Free delivery		0	N
28	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Citra LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Hop Pellets - 12 Pack	$87.75	$87.75	Sold & shipped by The Homebrew Shop Free delivery		0	N
29	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	"Craft A Brew Home Brewing Single Hop IPA Reusable Make Your Own Beer Kit  Starter Set 1 Gallon, 1 gal, Clear"	$89.00	$89.00	"Sold & shipped by Jaoz, Inc Free delivery"		0	N
30	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	TOF Beer Keg Tap Coupler - K System beer keg couplers	$89.99	$89.99	Sold & shipped by KegWorks Free delivery		0	N
31	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Brewer's Best Smoked Porter Home Brew Beer Ingredient Kit (2 Units)	$93.50	$93.50	Sold & shipped by Home Brew Ohio Free delivery		0	N
32	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Kurt Adler 11-Inch Fabrich Beer Santa	$67.66	$67.66	Sold & shipped by Cancun Deals Free delivery		0	N
33	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Stainless Steel Homebrew Beer Bottle Fill Tap De-foaming Filling Accessories	$118.15	$118.15	Sold & shipped by Joybuy Free delivery		0	Y
34	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Micro Matic 2837 2-Way Beer Manifold with 1 Barbed Inlet	$134.37	$134.37	Sold & shipped by ADVENTURER'S BAG Free delivery		0	N
35	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Brewer's Best Smoked Porter Home Brew Beer Ingredient Kit (3 Units)	$139.05	$139.05	Sold & shipped by Home Brew Ohio Free delivery		0	N
36	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Rustic Neuschwanstein Castle with German Cities LE German Beer Stein 1 L	$169.98	$169.98	Sold & shipped by Home and Holiday Shops Free delivery		0	N
37	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Micro Matic MM-B68 68 oz. Alkaline Beer Line Cleaner - 6/Case	$174.24	$174.24	Sold & shipped by ADVENTURER'S BAG Free delivery		0	Y
38	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	500 Years of Germany Beer Purity Law Gift Boxed LE Grey German Beer Stein 1 L	$179.98	$179.98	Sold & shipped by Home and Holiday Shops Free delivery		0	N
39	20	beer	https://www.walmart.com/search/?cat_id=0&page=20&ps=40&query=beer	Molson Ice 24 Pack-12 fl. oz. Cans				Out of stock	0	N
0	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Stainless Steel Homebrew Beer Bottle Fill Tap De-foaming Filling Accessories	$123.32	$123.32	Sold & shipped by Joybuy Free delivery		0	Y
1	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Micro Matic MM-B68 68 oz. Alkaline Beer Line Cleaner - 6/Case	$174.24	$174.24	Sold & shipped by ADVENTURER'S BAG Free delivery		0	Y
2	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Brewer's Best Home Brew Beer Ingredient Kit (Belgian Saison) (5 Gallon) 3 pack	$159.46	$159.46	Sold & shipped by Home Brew Ohio Free delivery		0	N
3	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Brewer's Best Smoked Porter Home Brew Beer Ingredient Kit (4 Units)	$184.61	$184.61	Sold & shipped by Home Brew Ohio Free delivery		0	N
4	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Brewer's Best - Home Brew Beer Ingredient Kit (5 Gallon), (Belgian Saison) (Pack of 4)"	$217.20	$217.20	Sold & shipped by Home Brew Ohio Free delivery		0	N
5	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Gefest GFG152-2 Beer Tower Gefest 2 Glycol	$194.50	$194.50	Sold & shipped by UnbeatableSale Free delivery		0	N
6	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Brewer's Best Smoked Porter Home Brew Beer Ingredient Kit (5 Units)	$230.17	$230.17	Sold & shipped by Home Brew Ohio Free delivery		0	N
7	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Leader ESBC60, 60x27.5x36-Inch Countertop Beer Cooler, ETL Listed, ETL Sanitatio"	$1815.52	$1815.52	Sold & shipped by McDonald Paper & Restaurant Supplies Free delivery		0	N
8	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Terra TR263-6 Beer Tower Terra 6	$707.34	$707.34	Sold & shipped by UnbeatableSale		0	N
9	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	2 Pack - Barrel Aged in a Bottle Oak Infusion Spiral. Barrel Age Your Whiskey	$24.80	$24.80	Sold & shipped by DropAir Free delivery		0	N
10	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Seagram's Spiked JamaicanMeHappy, 24 fl oz can"				In-store purchase only	4.5	N
11	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Cool Gear Pop Lights Bottle - Graveyard				In-store purchase only	0	N
12	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Lalbrew Verdant IPA Brewing Yeast-11 Grams	$8.95	$8.95	Sold & shipped by Home Brew Ohio Free delivery		0	N
13	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Kolsch Homebrew Beer Ingredient Kit	$39.80	$39.80	Sold & shipped by Home Brew Ohio Free delivery		0	N
14	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	INTBUYING Half Keg 15.5 Gallon 1/2 Stainless Steel Beer Barrel Craft Beer Bar Barrel Homebrew Beer Storage 60L	$219.00	$219.00	Sold & shipped by TOPSELLER INC. Free delivery		0	N
15	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Brewer's Best English Brown Ale Homebrew Beer Ingredient Kit	$69.68	$69.68	Sold & shipped by Digi Commerce Free delivery		0	N
16	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Ginger Beer Non-alcoholic Beverage (Australia) 12-pack 375ml, Pack of 12 375ml By Bundaberg"	$64.48	$64.48	Sold & shipped by Breezes Free delivery		0	N
17	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Mexican Cerveza 5 Gallon Homebrew Beer Extract Ingredient Kit	$43.99	$43.99	Sold & shipped by My Brew Supply Free delivery		0	N
18	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Heathen Chemistry White IPA, Beer Making Ingredient Extract Kit"	$92.00	$92.00	Sold & shipped by Jericho and Co. Free delivery		0	N
19	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Mnycxen Christmas Flanking Bottle Set of Beverage Cola Beer Bottle Set Decorat 5Pc	$11.37	$11.37	Sold & shipped by Joybuy Free delivery		0	N
20	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	American Light Homebrew Beer Ingredient Kit	$64.96	$64.96	Sold & shipped by Digi Commerce Free delivery		0	N
21	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Brewers Best - Home Brew Beer Ingredient Kit (5 gallon), (Black IPA)"	$79.64	$79.64	Sold & shipped by DC Brands Free delivery		0	N
22	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Old Jamaica Ginger Beer Can 300ml - 6 Pack	$22.83	$22.83	Sold & shipped by Epicure Company Free delivery		0	N
23	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	American Blonde Ale 5 Gallon Advanced All Grain Homebrew Beer Ingredient Kit	$39.99	$39.99	Sold & shipped by My Brew Supply Free delivery		0	N
24	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Brewer's Best - Home Brew Beer Ingredient Kit (5 gallon), (Red Ale)"	$64.58	$64.58	Sold & shipped by Digi Commerce Free delivery		0	N
25	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Austin Homebrew Chocolate Stout (13E) - MINI MASH	$44.76	$44.76	Sold & shipped by The Homebrew Shop Free delivery		0	N
26	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Brewer's Best Home Brew Beer Ingredient Kit - 5 Gallon (Blueberry Honey Ale)	$51.16	$51.16	Sold & shipped by Home Brew Ohio Free delivery		0	N
27	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Alpine Nelson 6/12 C				In-store purchase only	0	N
28	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Monster Brew Home Brewing Supp Amber Beer Bottles (24 Pack), 12 oz (3-(Pack))"	$86.31	$86.31	Sold & shipped by Home Brew Ohio Free delivery		0	N
29	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Monster Brew Home Brewing Supp Amber Beer Bottles (12 Pack), 22 oz"	$28.58	$28.58	Sold & shipped by Home Brew Ohio Free delivery		0	N
30	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Gnome Soda Extracts, Draft Style Root Beer"	$13.75	$13.75	Sold & shipped by Home Brew Ohio Free delivery		5	N
31	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Funnel-55 Gallon Spun Steel	$39.80	$39.80	Sold & shipped by Namo solutions Free delivery		0	N
32	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Brewer's Best Natural Beer and Wine Fruit Flavoring (Pomegranate)	$7.86	$7.86	Sold & shipped by Home Brew Ohio Free delivery		0	N
33	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Quokka Tritan Bottle Quick Sip Azurite 830 ml Pack of 3	$36.99	$36.99	Sold & shipped by Max Warehouse Free delivery		0	N
34	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Ez-Cap Beer Bottles: Amber / 16 Oz	$36.69	$36.69	Sold & shipped by Home Brew Ohio Free delivery		0	N
35	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Guinness Extra Stout, Single 22 fl oz Bottle"				Out of stock	0	N
36	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Sierra Nevada Hop Hunter IPA,, 6 pack, 12 fl oz"				Out of stock	0	N
37	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Genesee Cream Ale, 30 pack, 12 fl oz Cans"				Out of stock	0	N
38	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	Modern Times Blazing World 4/16 C				Out of stock	0	N
39	21	beer	https://www.walmart.com/search/?cat_id=0&page=21&ps=40&query=beer	"Bud Light Apple Beer, 12 pk 12 fl. oz. Cans"				Out of stock	5	N
0	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Briess Grain U.S. Brewers Malt for Beer Making & Home Brewing 1 LB (Rye)	$9.31	$9.31	Sold & shipped by Home Brew Ohio Free delivery		0	N
1	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Brewer's Best One Gallon Home Brew Beer Ingredient Kit (Porter)	$22.56	$22.56	Sold & shipped by Home Brew Ohio Free delivery		0	N
2	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Smirnoff Seltzer Cranberry Lime, 6 pack, 12 fl oz Cans"				In-store purchase only	0	N
3	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Trumer Beer Trumer Pils 6/12 C				In-store purchase only	0	N
4	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Brewers Best Whiskey Barrel Stout Beer Ingredient Kit	$47.95	$47.95	Sold & shipped by Home Brew Ohio Free delivery		0	N
5	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Brewer's Best Home Brew Beer Ingredient Kit -5 Gallon(Toasted Coconut Cream Ale)	$42.49	$42.49	Sold & shipped by Home Brew Ohio Free delivery		0	Y
6	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"CASE OF 12 - 16 oz. EZ Cap Beer Bottles - AMBER, Garden, Lawn, Maintenance"	$37.99	$37.99	Sold & shipped by Home Brew Ohio Free delivery		0	N
7	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	1 X Beer Line Cleaning Solution 4oz Bottle	$7.30	$7.30	Sold & shipped by Home Brew Ohio Free delivery		5	N
8	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Brewer's Best One Gallon Home Brew Beer Ingredient Kit (IPA (India Pale Ale))	$26.11	$26.11	Sold & shipped by Home Brew Ohio Free delivery		0	N
9	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Pacific Coast IPA Beer Ingredient Kit	$46.80	$46.80	Sold & shipped by Home Brew Ohio Free delivery		0	N
10	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Brewer's Best One Gallon Home Brew Beer Ingredient Kit (Raspberry Golden Ale)	$32.82	$32.82	Sold & shipped by Home Brew Ohio Free delivery		0	N
11	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Weldless Bulkhead - Stainless Steel	$7.95	$7.95	Sold & shipped by Learn to Brew Free delivery		0	N
12	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	1 LB BRIESS GOLDEN LIGHT DRY MALT EXTRACT DME Homebrew Home Brewing	$12.99	$12.99	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
13	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Monster Brew Home Brewing Supp Amber Beer Bottles (24 Pack), 12 oz (5-(Pack))"	$140.22	$140.22	Sold & shipped by Home Brew Ohio Free delivery		0	N
14	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Kona Brewing Co. Spiked Island Seltzer Variety Pack, 12 Pack 12 fl. oz. Cans , 5% ABV"				In-store purchase only	0	N
15	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Coffee Porter Brewers Best Beer Making Kit - Premium	$49.95	$49.95	Sold & shipped by Home Brew Ohio Free delivery		0	N
16	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Brewer's Best Natural Beer and Wine Fruit Flavoring 4 oz. (Lime)	$8.66	$8.66	Sold & shipped by Home Brew Ohio Free delivery		0	N
17	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Brewer's Best Natural Beer and Wine Fruit Flavoring (Raspberry)	$9.21	$9.21	Sold & shipped by Home Brew Ohio Free delivery		0	Y
18	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Hamm's Beer, America's Classic Premium Lager, 24 fl. oz. Beer Can, 4.7% ABV"				Out of stock	0	N
19	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Milwaukee's Best Premium Lager Beer, 12 Pack, 12 fl. oz. Cans, 4.8% ABV"				Out of stock	0	N
20	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Molson Golden Beer 18-12 fl. oz. Cans				Out of stock	5	N
21	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Pizza Port Kook Double India Pale Ale, 16 fl oz, 6 pack"				Out of stock	0	N
22	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Stella Artois Lager, 6 pack, 11 fl oz"	$10.97	$10.97			0	N
23	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Tecate Beer, 24 fl oz"				Out of stock	0	N
24	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Coney Island Overpass IPA Beer, 12 fl oz, 6 pack"				Out of stock	0	N
25	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Bud Light Beer, 22 fl. oz. Bottle, 4.2% ABV"				Out of stock	0	N
26	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Bud Light Beer, 24 fl. oz. Bottle"				Out of stock	0	N
27	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Coney Island Hard Root Beer, 12 pack, 12 fl oz"				Out of stock	0	N
28	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Molson Canadian Light Beer, 24 Pack, 12 fl. oz. Bottles, 3.9% ABV"				Out of stock	0	N
29	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Bud Dry Beer, 30pk"				Out of stock	0	N
30	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Kirin Ichiban Premium Beer, 12 Pack 12 fl. oz. Bottles"				Out of stock	0	N
31	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"A&W Caffeine-Free Root Beer, 12 Fl. Oz."				Out of stock	4.5	N
32	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	SpikedSeltzer Valencia Orange Beer 6-12 fl. oz. Bottles				Out of stock	0	N
33	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Craft A Brew Oktoberfest Ale Beer Recipe Kit				Out of stock	0	N
34	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	SpikedSeltzer West Indies Lime Beer 6-12 fl. oz. Bottles				Out of stock	0	N
35	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	SpikedSeltzer Indian River Grapefruit Beer 6-12 fl. oz. Bottles				Out of stock	0	N
36	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Craft A Brew Pale Ale Beer Recipe Kit				Out of stock	0	N
37	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	"Coney Island Brewing Co Hard Root Beer, 6 pack, 9 fl oz"				Out of stock	0	N
38	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	SpikedSeltzer Cape Cod Cranberry Beer 6-12 fl. oz. Bottles				Out of stock	0	N
39	22	beer	https://www.walmart.com/search/?cat_id=0&page=22&ps=40&query=beer	Genesee 6/16 C				Out of stock	0	N
0	23	beer	https://www.walmart.com/search/?cat_id=0&page=23&ps=40&query=beer	Brewer's Best Natural Beer and Wine Fruit Flavoring (Raspberry)	$9.21	$9.21	Sold & shipped by Home Brew Ohio Free delivery		0	Y
1	23	beer	https://www.walmart.com/search/?cat_id=0&page=23&ps=40&query=beer	Brewer's Best One Gallon Home Brew Beer Ingredient Kit (Grapefruit IPA)	$24.02	$24.02	Sold & shipped by Home Brew Ohio Free delivery		0	N
2	23	beer	https://www.walmart.com/search/?cat_id=0&page=23&ps=40&query=beer	Hopunion Imported Hop Pellets for Home Brew Beer Making (Czech - Saaz) 1 ounce	$6.05	$6.05	Sold & shipped by Home Brew Ohio Free delivery		4	N
3	23	beer	https://www.walmart.com/search/?cat_id=0&page=23&ps=40&query=beer	Pineapple Bottle Opener  Pineapple Gifts for Island Oasis Pineapple Decor  Birthday Gifts for Travelers  Beach Decor Beer Opener in Gift Box  Pineapple Bar Accessories	$6.97	$6.97	Sold & shipped by AteamProducts Free delivery		0	N
4	23	beer	https://www.walmart.com/search/?cat_id=0&page=23&ps=40&query=beer	"Monster Brew Home Brewing Supp Amber Beer Bottles (24 Pack), 12 oz (2-(Pack))"	$60.48	$60.48	Sold & shipped by Home Brew Ohio Free delivery		0	N
5	23	beer	https://www.walmart.com/search/?cat_id=0&page=23&ps=40&query=beer	Brewer's Best Natural Beer and Wine Fruit Flavoring (Strawberry)	$9.27	$9.27	Sold & shipped by Home Brew Ohio Free delivery		0	N
6	23	beer	https://www.walmart.com/search/?cat_id=0&page=23&ps=40&query=beer	1 Gallon Brewers Best Imperial Stout	$32.75	$32.75	Sold & shipped by The Homebrew Shop Free delivery		0	N
7	23	beer	https://www.walmart.com/search/?cat_id=0&page=23&ps=40&query=beer	Brewer's Best Natural Beer and Wine Fruit Flavoring (Pear)	$8.66	$8.66	Sold & shipped by Home Brew Ohio Free delivery		0	N
8	23	beer	https://www.walmart.com/search/?cat_id=0&page=23&ps=40&query=beer	Brewer's Best Natural Beer and Wine Fruit Flavoring (Banana)	$7.85	$7.85	Sold & shipped by Home Brew Ohio Free delivery		0	N
